Klucz,Prawdopodobieństwo awarii,Koszt naprawy awarii,Czas naprawy [godz.],Moc zamówiona na wyłączonym obszarze [MW],Moc rzeczywista,Koszt niesprzedania ciepła,Całkowity koszt awarii,Ryzyko
34195,0.008,5961.4,8.5,0.3,0.3,367.1,6328.5,51.8
141934,0.011,4308.9,8.5,0.4,0.4,555.9,4864.8,51.7
140234,0.01,4166.6,8.5,0.7,0.7,908.4,5075.0,51.7
101794,0.009,4593.2,8.5,0.7,0.7,906.6,5499.8,51.7
65786,0.009,5110.4,8.5,0.4,0.4,449.2,5559.6,51.7
140236,0.011,4199.4,8.5,0.6,0.6,713.3,4912.7,51.7
101744,0.011,4479.1,8.5,0.2,0.2,254.9,4734.0,51.6
34031,0.008,5289.5,8.5,0.7,0.7,866.2,6155.7,51.6
30747,0.008,6049.0,8.5,0.3,0.3,345.9,6394.9,51.6
34887,0.009,5291.8,8.5,0.3,0.3,406.3,5698.1,51.6
110107,0.009,4945.8,8.5,0.4,0.4,537.9,5483.7,51.6
96517,0.01,4504.2,8.5,0.7,0.7,895.6,5399.8,51.6
110259,0.009,4945.8,8.5,0.4,0.4,537.9,5483.7,51.6
110047,0.009,4945.8,8.5,0.4,0.4,537.9,5483.7,51.6
34823,0.01,4579.0,8.5,0.4,0.4,519.7,5098.7,51.5
100034,0.011,4365.2,8.5,0.4,0.4,477.3,4842.5,51.5
34247,0.01,4790.6,8.5,0.3,0.3,426.3,5216.9,51.5
33487,0.008,5762.3,8.5,0.4,0.4,520.1,6282.4,51.5
93873,0.011,4469.6,8.5,0.3,0.3,359.7,4829.3,51.5
65705,0.01,4075.5,8.5,0.8,0.8,1031.5,5107.1,51.4
91708,0.011,4324.3,8.5,0.4,0.4,565.8,4890.1,51.4
74929,0.008,4522.7,8.5,1.2,1.2,1585.3,6107.9,51.4
91624,0.01,4442.5,8.5,0.4,0.4,495.0,4937.4,51.3
95006,0.011,4362.2,8.5,0.3,0.3,352.3,4714.5,51.3
32075,0.008,5447.3,8.5,0.8,0.8,1006.5,6453.8,51.3
32551,0.007,4939.0,8.5,1.6,1.6,2020.7,6959.7,51.3
108396,0.005,4364.8,8.5,4.7,4.7,5967.2,10331.9,51.3
27903,0.01,4321.5,8.5,0.5,0.5,650.8,4972.3,51.3
139517,0.01,4551.4,8.5,0.7,0.7,835.8,5387.2,51.2
34843,0.007,5827.8,8.5,1.1,1.1,1454.3,7282.1,51.2
94372,0.007,6031.7,8.5,1.1,1.1,1376.7,7408.3,51.2
143152,0.011,3982.7,8.5,0.7,0.7,861.0,4843.6,51.2
33675,0.008,5762.3,8.5,0.2,0.2,273.5,6035.8,51.2
81047,0.01,4375.6,8.5,0.5,0.5,596.7,4972.3,51.1
28783,0.009,5115.1,8.5,0.5,0.5,604.9,5720.0,51.1
30791,0.006,7014.2,8.5,1.6,1.6,2083.9,9098.1,51.1
32455,0.008,4705.3,8.5,1.1,1.1,1440.6,6145.9,51.1
106530,0.01,4240.5,8.5,0.6,0.6,793.6,5034.1,51.0
32483,0.009,5121.0,8.5,0.5,0.5,576.2,5697.2,51.0
90870,0.01,4324.3,8.5,0.5,0.5,635.8,4960.1,51.0
93082,0.011,4373.2,8.5,0.3,0.3,374.5,4747.7,51.0
33499,0.008,5497.9,8.5,0.5,0.5,580.1,6077.9,51.0
65750,0.008,6145.0,8.5,0.4,0.4,459.0,6604.0,51.0
141523,0.008,6145.0,8.5,0.4,0.4,459.0,6604.0,51.0
91656,0.01,4544.9,8.5,0.4,0.4,447.0,4991.9,51.0
32711,0.009,5291.6,8.5,0.2,0.2,255.7,5547.4,51.0
34915,0.009,5291.6,8.5,0.2,0.2,255.7,5547.4,51.0
27363,0.009,5169.3,8.5,0.5,0.5,601.2,5770.5,51.0
31499,0.008,6528.1,8.5,0.2,0.2,235.9,6764.0,51.0
23863,0.008,5364.7,8.5,0.6,0.6,778.9,6143.6,50.9
112747,0.01,4241.4,8.5,0.6,0.6,731.1,4972.5,50.9
99797,0.008,5498.3,8.5,1.0,1.0,1270.9,6769.2,50.9
31943,0.008,6072.7,8.5,0.2,0.2,294.2,6366.9,50.9
31823,0.007,6828.6,8.5,0.6,0.6,786.5,7615.1,50.9
70314,0.01,4477.6,8.5,0.4,0.4,519.3,4996.9,50.9
34667,0.01,4579.0,8.5,0.4,0.4,468.1,5047.1,50.9
95799,0.011,4393.5,8.5,0.3,0.3,387.5,4781.0,50.9
32059,0.007,6828.6,8.5,0.6,0.6,786.5,7615.1,50.9
80977,0.01,4481.8,8.5,0.4,0.4,566.1,5047.9,50.9
32367,0.008,5410.2,8.5,0.6,0.6,710.5,6120.7,50.8
25019,0.008,4761.8,8.5,1.4,1.4,1755.3,6517.1,50.8
93684,0.01,3923.0,8.5,1.1,1.1,1382.3,5305.3,50.8
139358,0.011,3945.9,8.5,0.5,0.5,652.5,4598.5,50.8
81814,0.01,4868.2,8.5,0.3,0.3,349.8,5218.0,50.8
79156,0.008,5445.3,8.5,0.5,0.5,612.1,6057.5,50.8
91728,0.011,4321.5,8.5,0.4,0.4,467.0,4788.4,50.7
111195,0.007,4766.2,8.5,2.0,2.0,2540.7,7306.9,50.7
113055,0.01,4175.2,8.5,0.6,0.6,739.5,4914.8,50.7
93526,0.01,4544.9,8.5,0.3,0.3,416.2,4961.1,50.7
106366,0.009,4945.8,8.5,0.5,0.5,590.0,5535.8,50.7
32271,0.009,5150.6,8.5,0.6,0.6,700.4,5851.0,50.7
79264,0.01,4375.6,8.5,0.4,0.4,568.9,4944.4,50.7
111130,0.01,4265.0,8.5,0.5,0.5,659.0,4924.0,50.6
32203,0.008,5445.3,8.5,0.6,0.6,743.8,6189.1,50.6
104385,0.01,4394.3,8.5,0.7,0.7,875.7,5270.0,50.6
85457,0.01,4321.5,8.5,0.5,0.5,577.3,4898.8,50.6
26159,0.008,5643.7,8.5,0.5,0.5,662.7,6306.4,50.6
33495,0.008,5344.9,8.5,0.6,0.6,765.9,6110.9,50.5
27899,0.01,4321.5,8.5,0.5,0.5,641.3,4962.7,50.5
26211,0.009,5047.9,8.5,0.3,0.3,409.3,5457.2,50.4
32859,0.008,5980.8,8.5,0.3,0.3,412.9,6393.7,50.4
80983,0.01,4292.8,8.5,0.6,0.6,743.2,5036.0,50.4
33595,0.009,4921.4,8.5,0.4,0.4,544.8,5466.2,50.4
24603,0.008,5850.5,8.5,0.4,0.4,462.6,6313.1,50.4
93033,0.01,4207.4,8.5,0.6,0.6,711.8,4919.2,50.3
81003,0.01,4339.7,8.5,0.5,0.5,593.1,4932.9,50.3
100026,0.01,4483.2,8.5,0.3,0.3,348.0,4831.1,50.3
110271,0.01,5010.5,8.5,0.2,0.2,265.0,5275.6,50.3
34399,0.008,4871.5,8.5,1.4,1.4,1721.0,6592.5,50.3
30383,0.008,5850.5,8.5,0.4,0.4,462.6,6313.1,50.3
24627,0.008,5850.5,8.5,0.4,0.4,462.6,6313.1,50.3
24611,0.008,5850.5,8.5,0.4,0.4,462.6,6313.1,50.3
33335,0.009,4973.5,8.5,0.4,0.4,538.6,5512.1,50.3
85793,0.009,5469.2,8.5,0.2,0.2,262.7,5731.8,50.2
34931,0.008,5314.1,8.5,0.5,0.5,600.3,5914.4,50.2
31779,0.005,7461.7,8.5,2.9,2.9,3628.8,11090.6,50.2
33839,0.009,5115.1,8.5,0.4,0.4,473.2,5588.4,50.2
109359,0.01,4483.2,8.5,0.3,0.3,330.7,4813.9,50.2
106275,0.009,4986.4,8.5,0.5,0.5,615.5,5601.8,50.2
101939,0.009,5115.1,8.5,0.5,0.5,586.7,5701.8,50.2
32219,0.008,6053.9,8.5,0.2,0.2,192.2,6246.0,50.1
84678,0.008,5410.2,8.5,0.6,0.6,710.5,6120.7,50.1
34643,0.01,4579.0,8.5,0.4,0.4,452.0,5031.0,50.1
81593,0.009,5041.0,8.5,0.5,0.5,584.2,5625.2,50.1
27391,0.009,5258.4,8.5,0.5,0.5,582.9,5841.3,50.1
84359,0.01,4515.6,8.5,0.3,0.3,441.5,4957.1,50.1
79150,0.008,5445.3,8.5,0.5,0.5,612.1,6057.5,50.0
33707,0.009,4790.6,8.5,0.4,0.4,484.0,5274.6,50.0
85895,0.01,4579.0,8.5,0.4,0.4,452.0,5031.0,50.0
27115,0.01,4718.1,8.5,0.4,0.4,477.7,5195.7,50.0
93539,0.007,6031.7,8.5,1.1,1.1,1398.7,7430.3,50.0
33287,0.009,5165.0,8.5,0.5,0.5,648.0,5813.0,49.9
94962,0.008,4113.3,8.5,1.4,1.4,1772.8,5886.2,49.9
96302,0.01,4003.3,8.5,0.8,0.8,1056.4,5059.7,49.9
113304,0.01,4589.3,8.5,0.4,0.4,523.6,5112.9,49.9
85788,0.009,5130.7,8.5,0.3,0.3,348.8,5479.6,49.8
30811,0.009,5258.4,8.5,0.5,0.5,598.1,5856.5,49.8
93104,0.011,4334.6,8.5,0.3,0.3,320.0,4654.6,49.8
32407,0.009,5153.9,8.5,0.4,0.4,570.8,5724.7,49.8
28899,0.007,6141.5,8.5,0.4,0.4,568.5,6710.0,49.7
85449,0.01,4442.5,8.5,0.4,0.4,470.2,4912.6,49.7
22601,0.008,5129.0,8.5,0.7,0.7,869.0,5997.9,49.7
94811,0.007,5498.3,8.5,1.2,1.2,1495.6,6993.9,49.7
73099,0.007,5827.8,8.5,1.1,1.1,1447.2,7275.0,49.7
85550,0.009,5001.0,8.5,0.5,0.5,656.5,5657.5,49.7
27751,0.005,4364.8,8.5,4.8,4.8,6044.8,10409.5,49.7
25799,0.009,5120.6,8.5,0.5,0.5,692.5,5813.1,49.6
33787,0.009,5012.4,8.5,0.6,0.6,704.7,5717.1,49.6
34055,0.01,4482.5,8.5,0.2,0.2,258.7,4741.2,49.6
31959,0.009,5150.6,8.5,0.5,0.5,635.2,5785.8,49.6
84671,0.009,4504.2,8.5,0.7,0.7,895.6,5399.8,49.6
143141,0.01,4645.4,8.5,0.1,0.1,189.3,4834.6,49.6
85612,0.007,6841.1,8.5,0.6,0.6,784.9,7626.1,49.6
31647,0.007,5106.7,8.5,1.7,1.7,2172.5,7279.2,49.6
23277,0.007,4877.4,8.5,1.7,1.7,2220.7,7098.1,49.5
90886,0.01,4544.9,8.5,0.3,0.3,403.9,4948.8,49.5
113487,0.01,4966.1,8.5,0.2,0.2,229.5,5195.6,49.5
106279,0.009,4945.8,8.5,0.5,0.5,599.1,5544.9,49.5
33807,0.009,5413.8,8.5,0.3,0.3,365.0,5778.7,49.5
31559,0.006,6841.1,8.5,0.6,0.6,784.9,7626.1,49.5
69863,0.009,4052.5,8.5,1.0,1.0,1326.6,5379.1,49.5
93001,0.007,5892.0,8.5,0.9,0.9,1139.7,7031.7,49.5
93021,0.007,5892.0,8.5,0.9,0.9,1139.7,7031.7,49.5
91668,0.01,4479.1,8.5,0.5,0.5,604.3,5083.4,49.4
90894,0.01,4321.5,8.5,0.4,0.4,467.0,4788.4,49.3
139919,0.01,4645.4,8.5,0.2,0.2,311.8,4957.2,49.3
26935,0.007,6180.6,8.5,0.5,0.5,580.8,6761.4,49.3
101822,0.008,4725.1,8.5,1.1,1.1,1446.5,6171.6,49.3
32891,0.008,5258.4,8.5,0.5,0.5,607.6,5866.0,49.3
32199,0.008,5474.8,8.5,0.5,0.5,676.6,6151.4,49.3
83993,0.01,4234.7,8.5,0.6,0.6,711.0,4945.7,49.3
94903,0.01,4170.3,8.5,0.6,0.6,791.0,4961.3,49.3
65639,0.01,4321.5,8.5,0.5,0.5,624.4,4945.9,49.2
25495,0.009,5344.9,8.5,0.3,0.3,413.5,5758.4,49.1
31515,0.008,6198.0,8.5,0.2,0.2,232.0,6430.0,49.1
34623,0.01,4741.0,8.5,0.3,0.3,427.6,5168.6,49.1
141537,0.01,4175.2,8.5,0.4,0.4,508.3,4683.6,49.1
111115,0.01,4199.4,8.5,0.6,0.6,750.5,4949.9,49.1
33683,0.009,5184.1,8.5,0.4,0.4,452.4,5636.5,49.0
108619,0.011,4007.6,8.5,0.5,0.5,651.1,4658.7,49.0
142690,0.008,5122.9,8.5,0.5,0.5,683.6,5806.5,49.0
33615,0.009,5344.9,8.5,0.3,0.3,360.9,5705.8,48.9
32843,0.008,6180.6,8.5,0.2,0.2,300.3,6480.9,48.9
24695,0.008,6180.6,8.5,0.2,0.2,300.3,6480.9,48.9
28331,0.008,4651.5,8.5,1.2,1.2,1568.5,6220.0,48.9
139541,0.009,4580.9,8.5,0.7,0.7,878.3,5459.2,48.9
33299,0.008,4651.5,8.5,1.2,1.2,1547.1,6198.6,48.9
27167,0.007,5473.7,8.5,1.1,1.1,1415.0,6888.7,48.8
25511,0.009,5300.6,8.5,0.3,0.3,349.5,5650.1,48.8
26779,0.009,5144.0,8.5,0.2,0.2,292.5,5436.6,48.8
105750,0.006,6265.9,8.5,1.4,1.4,1738.2,8004.1,48.8
80123,0.008,4113.3,8.5,1.4,1.4,1816.7,5930.0,48.8
80948,0.009,3923.0,8.5,1.1,1.1,1449.3,5372.3,48.7
76012,0.004,9077.8,8.5,1.8,1.8,2308.0,11385.8,48.7
25483,0.008,5012.4,8.5,0.6,0.6,727.7,5740.1,48.7
32259,0.008,5060.3,8.5,0.7,0.7,868.4,5928.6,48.7
34787,0.009,4550.5,8.5,0.5,0.5,614.6,5165.1,48.7
33343,0.009,5290.5,8.5,0.3,0.3,391.9,5682.4,48.7
25583,0.008,5410.2,8.5,0.6,0.6,734.7,6144.9,48.7
33631,0.009,4718.1,8.5,0.4,0.4,477.7,5195.7,48.6
108305,0.007,6483.3,8.5,0.5,0.5,682.1,7165.3,48.6
100245,0.004,9077.8,8.5,1.8,1.8,2308.0,11385.8,48.6
25491,0.008,5012.4,8.5,0.6,0.6,727.7,5740.1,48.6
24571,0.008,4761.7,8.5,1.0,1.0,1305.8,6067.6,48.6
28763,0.009,5115.1,8.5,0.4,0.4,452.4,5567.5,48.6
33347,0.009,4790.6,8.5,0.3,0.3,410.0,5200.6,48.6
31947,0.008,5410.2,8.5,0.6,0.6,734.7,6144.9,48.6
33587,0.008,5379.6,8.5,0.3,0.3,341.2,5720.7,48.5
32079,0.008,5763.8,8.5,0.2,0.2,290.6,6054.5,48.5
34891,0.01,4515.6,8.5,0.3,0.3,407.0,4922.6,48.5
34603,0.01,4631.0,8.5,0.4,0.4,447.2,5078.2,48.5
94623,0.007,5498.3,8.5,1.2,1.2,1519.5,7017.8,48.5
96563,0.008,5314.1,8.5,0.5,0.5,579.2,5893.2,48.5
93885,0.007,5498.3,8.5,1.2,1.2,1519.5,7017.8,48.5
30683,0.007,4779.5,8.5,2.1,2.1,2666.3,7445.8,48.5
91828,0.01,4298.2,8.5,0.5,0.5,620.9,4919.1,48.5
93535,0.01,4334.6,8.5,0.3,0.3,320.0,4654.6,48.4
99156,0.009,4593.2,8.5,0.7,0.7,909.8,5503.0,48.4
111062,0.009,4966.1,8.5,0.2,0.2,252.9,5219.0,48.4
30583,0.008,5276.8,8.5,0.4,0.4,471.6,5748.4,48.4
34779,0.01,4631.0,8.5,0.4,0.4,447.2,5078.2,48.4
69696,0.01,4324.3,8.5,0.5,0.5,635.8,4960.1,48.4
91083,0.009,4593.2,8.5,0.7,0.7,931.9,5525.1,48.4
32215,0.007,4833.8,8.5,1.5,1.5,1865.8,6699.7,48.3
32855,0.008,5244.0,8.5,0.5,0.5,576.9,5820.9,48.3
31535,0.007,6481.3,8.5,0.6,0.6,705.9,7187.2,48.3
23859,0.008,5364.7,8.5,0.3,0.3,443.5,5808.2,48.3
31807,0.007,6481.3,8.5,0.6,0.6,705.9,7187.2,48.3
26963,0.007,6481.3,8.5,0.6,0.6,705.9,7187.2,48.3
22609,0.008,5111.8,8.5,0.7,0.7,877.6,5989.4,48.3
65777,0.007,6481.3,8.5,0.6,0.6,705.9,7187.2,48.2
139609,0.01,4308.9,8.5,0.3,0.3,340.8,4649.7,48.2
22617,0.008,5111.8,8.5,0.7,0.7,877.6,5989.4,48.2
34487,0.008,4609.6,8.5,1.2,1.2,1580.9,6190.5,48.2
34119,0.007,6311.6,8.5,0.6,0.6,804.8,7116.5,48.2
33659,0.009,5177.6,8.5,0.3,0.3,377.9,5555.5,48.2
33879,0.009,4655.4,8.5,0.6,0.6,735.8,5391.1,48.1
99980,0.009,4396.1,8.5,0.7,0.7,896.7,5292.8,48.1
28339,0.008,4609.6,8.5,1.2,1.2,1580.9,6190.5,48.1
33579,0.008,4609.6,8.5,1.2,1.2,1580.9,6190.5,48.1
112881,0.01,4202.1,8.5,0.5,0.5,643.7,4845.8,48.1
32051,0.007,6329.5,8.5,0.4,0.4,559.4,6889.0,48.1
85861,0.008,5329.1,8.5,0.4,0.4,508.1,5837.2,48.1
81585,0.01,4245.7,8.5,0.6,0.6,759.4,5005.0,48.1
32343,0.008,5933.9,8.5,0.3,0.3,398.3,6332.3,48.1
33055,0.009,4996.8,8.5,0.4,0.4,523.9,5520.7,48.1
86763,0.01,4362.9,8.5,0.3,0.3,413.4,4776.3,48.1
27843,0.008,5329.1,8.5,0.4,0.4,476.4,5805.5,48.0
34339,0.009,5164.2,8.5,0.2,0.2,298.1,5462.3,48.0
34835,0.006,6257.9,8.5,1.2,1.2,1535.7,7793.6,48.0
25591,0.008,5329.1,8.5,0.4,0.4,511.3,5840.4,48.0
26911,0.008,5276.3,8.5,0.5,0.5,579.2,5855.5,48.0
108062,0.009,4396.1,8.5,0.5,0.5,673.8,5069.9,48.0
79565,0.008,5193.4,8.5,0.5,0.5,606.4,5799.8,47.9
25487,0.009,5144.0,8.5,0.3,0.3,322.1,5466.2,47.9
26971,0.007,5642.3,8.5,0.6,0.6,797.8,6440.1,47.9
34965,0.009,5182.3,8.5,0.2,0.2,239.6,5421.8,47.9
97232,0.008,4674.7,8.5,0.8,0.8,968.6,5643.3,47.9
94469,0.01,4350.5,8.5,0.4,0.4,502.7,4853.2,47.8
83478,0.01,4350.5,8.5,0.4,0.4,502.7,4853.2,47.8
101627,0.008,5588.3,8.5,0.5,0.5,672.0,6260.3,47.8
91058,0.007,5447.8,8.5,1.2,1.2,1484.4,6932.2,47.8
139160,0.007,5958.6,8.5,0.9,0.9,1120.4,7079.0,47.8
93688,0.009,4070.1,8.5,0.8,0.8,968.6,5038.7,47.7
100667,0.007,4868.1,8.5,1.8,1.8,2349.5,7217.5,47.7
94120,0.007,5447.8,8.5,1.2,1.2,1484.4,6932.2,47.7
94477,0.007,5447.8,8.5,1.2,1.2,1484.4,6932.2,47.7
93877,0.007,5447.8,8.5,1.2,1.2,1484.4,6932.2,47.7
39070,0.007,6198.0,8.5,0.2,0.2,214.5,6412.5,47.6
28919,0.007,5980.8,8.5,0.3,0.3,399.3,6380.1,47.6
96131,0.009,4396.1,8.5,0.7,0.7,886.6,5282.7,47.6
81015,0.01,4573.8,8.5,0.3,0.3,416.2,4990.0,47.6
142338,0.007,5980.8,8.5,0.3,0.3,399.3,6380.1,47.6
95213,0.01,4483.2,8.5,0.3,0.3,348.0,4831.1,47.6
27155,0.008,6033.9,8.5,0.2,0.2,214.7,6248.7,47.6
28483,0.008,5193.4,8.5,0.4,0.4,531.7,5725.1,47.5
86795,0.009,4593.2,8.5,0.7,0.7,931.9,5525.1,47.5
31579,0.008,5032.0,8.5,0.5,0.5,620.3,5652.3,47.5
98572,0.008,5175.2,8.5,0.9,0.9,1145.9,6321.1,47.5
27495,0.008,5426.7,8.5,0.5,0.5,645.3,6072.0,47.5
34927,0.008,5426.7,8.5,0.5,0.5,645.3,6072.0,47.5
33823,0.009,5163.3,8.5,0.2,0.2,294.2,5457.5,47.5
66952,0.015,2094.6,8.5,0.8,0.8,984.9,3079.5,47.4
32875,0.008,5193.4,8.5,0.5,0.5,581.8,5775.2,47.4
26863,0.009,5187.0,8.5,0.3,0.3,327.4,5514.4,47.4
75186,0.009,5187.0,8.5,0.3,0.3,327.4,5514.4,47.4
93017,0.01,4483.2,8.5,0.3,0.3,365.1,4848.3,47.4
99191,0.007,5175.2,8.5,0.9,0.9,1145.9,6321.1,47.4
32967,0.008,5496.6,8.5,0.6,0.6,744.7,6241.3,47.4
65651,0.01,4469.6,8.5,0.3,0.3,359.7,4829.3,47.4
30095,0.006,4652.9,8.5,2.2,2.2,2749.4,7402.3,47.4
26767,0.007,6288.2,8.5,0.5,0.5,574.3,6862.5,47.4
31827,0.007,6288.2,8.5,0.5,0.5,574.3,6862.5,47.4
107457,0.007,5175.2,8.5,0.9,0.9,1145.9,6321.1,47.3
65782,0.009,4573.8,8.5,0.4,0.4,553.2,5126.9,47.3
70310,0.009,4234.7,8.5,0.6,0.6,751.1,4985.8,47.3
27651,0.009,5301.7,8.5,0.2,0.2,234.0,5535.7,47.2
22513,0.004,8846.7,8.5,2.0,2.0,2480.3,11327.0,47.1
28779,0.009,5164.2,8.5,0.3,0.3,354.7,5518.9,47.1
82432,0.007,5498.3,8.5,1.2,1.2,1519.5,7017.8,47.1
111420,0.01,4645.4,8.5,0.1,0.1,188.5,4833.9,47.0
90866,0.01,4234.7,8.5,0.4,0.4,518.9,4753.7,47.0
139918,0.01,4444.6,8.5,0.2,0.2,316.7,4761.2,47.0
28531,0.008,5115.1,8.5,0.3,0.3,435.1,5550.2,47.0
28335,0.008,5379.6,8.5,0.2,0.2,316.3,5695.9,47.0
84305,0.007,4843.3,8.5,1.7,1.7,2194.3,7037.6,47.0
23101,0.006,5301.4,8.5,1.7,1.7,2177.3,7478.7,47.0
23105,0.006,5301.4,8.5,1.7,1.7,2177.3,7478.7,47.0
108032,0.01,3945.9,8.5,0.5,0.5,638.7,4584.6,47.0
35035,0.009,4544.9,8.5,0.3,0.3,425.0,4969.9,47.0
33071,0.008,4680.2,8.5,1.2,1.2,1533.7,6213.9,47.0
30951,0.007,5588.3,8.5,0.5,0.5,689.2,6277.5,47.0
142621,0.01,4334.0,8.5,0.1,0.1,181.4,4515.4,46.9
142984,0.01,4334.0,8.5,0.1,0.1,181.4,4515.4,46.8
142344,0.01,4334.0,8.5,0.1,0.1,181.4,4515.4,46.8
34995,0.009,5145.4,8.5,0.2,0.2,201.6,5347.0,46.8
81031,0.01,4345.9,8.5,0.2,0.2,313.4,4659.3,46.8
111232,0.006,5966.0,8.5,1.0,1.0,1299.0,7265.1,46.7
34391,0.007,6453.9,8.5,0.5,0.5,686.5,7140.4,46.7
32499,0.007,6027.2,8.5,0.4,0.4,536.4,6563.6,46.7
98013,0.005,6045.6,8.5,2.3,2.3,2881.5,8927.1,46.7
94929,0.005,7171.2,8.5,2.3,2.3,2967.6,10138.8,46.6
141888,0.007,6453.9,8.5,0.5,0.5,686.5,7140.4,46.6
33467,0.007,4853.1,8.5,1.2,1.2,1494.1,6347.2,46.6
98210,0.008,5461.9,8.5,0.5,0.5,602.7,6064.6,46.6
94586,0.006,4768.0,8.5,2.2,2.2,2860.0,7628.1,46.6
24619,0.008,5488.2,8.5,0.2,0.2,268.8,5757.0,46.5
33423,0.008,5272.7,8.5,0.3,0.3,335.9,5608.6,46.5
94116,0.007,6237.4,8.5,0.4,0.4,514.8,6752.1,46.5
33735,0.009,4890.8,8.5,0.4,0.4,492.3,5383.1,46.5
76677,0.01,4384.6,8.5,0.3,0.3,359.7,4744.2,46.5
31787,0.008,5420.4,8.5,0.6,0.6,709.6,6130.1,46.5
31983,0.007,5543.2,8.5,0.7,0.7,913.7,6456.9,46.5
93705,0.009,4548.1,8.5,0.7,0.7,876.3,5424.4,46.5
33695,0.008,5163.3,8.5,0.2,0.2,307.7,5471.0,46.4
31183,0.007,4874.3,8.5,1.7,1.7,2179.4,7053.8,46.4
31627,0.008,5525.3,8.5,0.5,0.5,593.9,6119.2,46.4
66974,0.01,4374.3,8.5,0.3,0.3,403.9,4778.2,46.4
76673,0.01,4374.3,8.5,0.3,0.3,411.0,4785.3,46.3
96467,0.007,5266.0,8.5,0.8,0.8,1024.0,6290.1,46.3
106062,0.009,4645.4,8.5,0.3,0.3,417.8,5063.2,46.3
34403,0.008,5496.6,8.5,0.5,0.5,615.8,6112.5,46.3
81068,0.007,5498.3,8.5,1.3,1.3,1591.2,7089.5,46.3
73850,0.014,2473.2,8.5,0.7,0.7,858.0,3331.2,46.3
141880,0.011,3756.0,8.5,0.4,0.4,511.4,4267.4,46.3
32927,0.008,5357.5,8.5,0.4,0.4,450.5,5808.0,46.3
94913,0.007,5266.0,8.5,0.9,0.9,1205.0,6471.1,46.3
22597,0.008,5251.5,8.5,0.5,0.5,578.6,5830.2,46.2
81629,0.007,5498.3,8.5,1.3,1.3,1591.2,7089.5,46.2
26771,0.007,6176.0,8.5,0.4,0.4,508.8,6684.9,46.2
93091,0.009,4396.1,8.5,0.7,0.7,886.6,5282.7,46.2
28735,0.008,5304.3,8.5,0.4,0.4,460.5,5764.8,46.2
96093,0.007,5175.2,8.5,0.9,0.9,1145.9,6321.1,46.2
34447,0.009,4616.8,8.5,0.3,0.3,344.6,4961.4,46.2
34531,0.009,4616.8,8.5,0.3,0.3,344.6,4961.4,46.2
34407,0.008,5193.4,8.5,0.4,0.4,537.9,5731.3,46.2
31551,0.008,5263.3,8.5,0.5,0.5,637.2,5900.4,46.2
34799,0.008,5263.3,8.5,0.5,0.5,637.2,5900.4,46.2
93025,0.01,4303.7,8.5,0.3,0.3,341.3,4645.0,46.2
32923,0.008,5135.4,8.5,0.5,0.5,685.6,5821.0,46.1
87107,0.01,4390.7,8.5,0.3,0.3,403.9,4794.6,46.1
34379,0.008,4853.1,8.5,0.8,0.8,1049.1,5902.3,46.1
32223,0.008,5203.5,8.5,0.2,0.2,261.7,5465.2,46.1
32459,0.005,7050.0,8.5,1.1,1.1,1427.6,8477.6,46.1
97275,0.007,5175.2,8.5,0.9,0.9,1145.9,6321.1,46.1
31011,0.007,5552.2,8.5,0.5,0.5,650.7,6202.9,46.0
110095,0.006,6455.3,8.5,1.1,1.1,1431.2,7886.5,46.0
33107,0.008,5391.6,8.5,0.2,0.2,315.2,5706.8,46.0
91842,0.01,4483.2,8.5,0.3,0.3,339.9,4823.1,46.0
85342,0.006,5775.0,8.5,1.6,1.6,2078.8,7853.7,46.0
32775,0.009,5089.4,8.5,0.2,0.2,243.3,5332.7,46.0
33431,0.009,4872.6,8.5,0.3,0.3,418.7,5291.3,45.9
73103,0.008,4834.6,8.5,0.9,0.9,1179.7,6014.4,45.9
32003,0.007,5498.7,8.5,0.6,0.6,804.4,6303.1,45.9
113300,0.01,4308.9,8.5,0.3,0.3,332.0,4640.9,45.9
31819,0.007,5536.0,8.5,0.7,0.7,921.3,6457.3,45.9
65769,0.006,6459.8,8.5,0.6,0.6,770.3,7230.1,45.8
142295,0.01,4227.6,8.5,0.1,0.1,181.2,4408.7,45.8
30567,0.007,5464.6,8.5,0.5,0.5,637.4,6102.0,45.7
81581,0.009,4207.4,8.5,0.5,0.5,655.7,4863.1,45.7
112217,0.011,3756.0,8.5,0.4,0.4,532.0,4287.9,45.6
81613,0.007,5447.8,8.5,1.2,1.2,1554.5,7002.3,45.6
81621,0.007,5447.8,8.5,1.2,1.2,1554.5,7002.3,45.6
34387,0.009,4509.7,8.5,0.3,0.3,354.2,4863.8,45.6
26931,0.008,5193.4,8.5,0.4,0.4,569.5,5762.9,45.5
93709,0.007,5217.6,8.5,0.9,0.9,1177.3,6394.9,45.5
33039,0.007,6281.6,8.5,0.6,0.6,709.8,6991.4,45.5
32091,0.007,5338.3,8.5,0.6,0.6,795.0,6133.3,45.5
141526,0.01,3921.4,8.5,0.4,0.4,540.4,4461.8,45.5
32567,0.008,5193.4,8.5,0.4,0.4,569.5,5762.9,45.5
33075,0.007,4855.6,8.5,1.0,1.0,1290.6,6146.2,45.4
34187,0.009,4400.1,8.5,0.7,0.7,831.3,5231.4,45.4
29695,0.007,5348.5,8.5,0.6,0.6,717.6,6066.1,45.4
